ID_CLIENT,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,REG_ADDRESS_PROVINCE,FACT_ADDRESS_PROVINCE,POSTAL_ADDRESS_PROVINCE,FL_PRESENCE_FL,OWN_AUTO,AGREEMENT_RK,TARGET,FAMILY_INCOME,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED
106811954,25,0,3,Не состоял в браке,1,1,1,0,Бурятия,Бурятия,Бурятия,0,0,64365209,1,3,12000.0,2,2
106811955,54,1,2,Вдовец/Вдова,0,0,0,1,Воронежская область,Воронежская область,Воронежская область,0,0,64365674,0,2,8400.0,2,1
106811956,54,1,2,Состою в браке,0,0,1,1,Карачаево-Черкесия,Карачаево-Черкесия,Карачаево-Черкесия,1,0,64365785,0,3,9000.0,1,0
106811957,22,1,1,Состою в браке,1,1,1,0,Московская область,Московская область,Московская область,0,0,64365804,1,4,13000.0,1,0
106811958,27,1,5,Состою в браке,0,0,1,0,Самарская область,Самарская область,Самарская область,0,0,64365821,0,4,12000.0,1,1
106811959,63,1,3,Вдовец/Вдова,2,0,1,1,Самарская область,Самарская область,Самарская область,0,0,64365854,0,4,24000.0,1,0
106811960,48,1,3,Состою в браке,2,0,1,0,Новосибирская область,Новосибирская область,Новосибирская область,0,0,64366076,0,4,15000.0,1,0
106811961,49,1,2,Состою в браке,2,0,1,0,Марийская республика,Марийская республика,Марийская республика,0,0,64366466,0,3,5200.0,1,0
106811962,52,1,2,Не состоял в браке,1,0,1,0,Свердловская область,Свердловская область,Свердловская область,1,0,64366842,0,2,9000.0,1,0
106811963,48,0,3,Состою в браке,0,0,1,0,Липецкая область,Липецкая область,Липецкая область,1,0,64366998,0,4,12000.0,1,0
106811964,54,1,3,Состою в браке,2,0,1,0,Калужская область,Калужская область,Калужская область,1,0,64367137,0,4,18000.0,1,0
106811965,26,1,3,Не состоял в браке,0,0,1,0,Новосибирская область,Ханты-Мансийский АО,Ханты-Мансийский АО,0,0,64367257,1,4,25000.0,1,0
106811966,49,1,3,Состою в браке,2,1,1,0,Воронежская область,Воронежская область,Воронежская область,0,0,64367877,0,3,7000.0,1,0
106811967,54,1,3,Разведен(а),1,0,1,0,Адыгея,Адыгея,Адыгея,0,0,64368180,0,2,8500.0,1,0
106811968,28,0,5,Состою в браке,1,1,1,0,Ярославская область,Ярославская область,Ярославская область,1,0,64368956,1,4,20000.0,1,0
106811969,27,1,3,Состою в браке,1,1,1,0,Белгородская область,Белгородская область,Белгородская область,0,0,64369231,0,4,23000.0,1,1
106811970,49,1,3,Не состоял в браке,2,0,1,0,Ямало-Ненецкий АО,Ямало-Ненецкий АО,Ямало-Ненецкий АО,0,1,64369250,0,5,50000.0,1,0
106811971,58,1,2,Состою в браке,4,1,0,1,Свердловская область,Свердловская область,Свердловская область,0,0,64369524,0,3,8000.0,1,0
106811972,32,0,3,Состою в браке,1,2,1,0,Карелия,Карелия,Карелия,1,0,64369863,1,4,32000.0,1,0
106811973,40,1,2,Не состоял в браке,1,1,1,0,Мордовская республика,Мордовская республика,Мордовская республика,0,0,64369866,1,4,20000.0,1,0
106811974,32,0,2,Гражданский брак,1,1,1,0,Костромская область,Костромская область,Костромская область,0,0,64369906,1,3,15000.0,1,1
106811975,30,0,2,Состою в браке,2,2,1,0,Самарская область,Самарская область,Самарская область,1,0,64369993,0,4,14000.0,1,0
106811976,36,1,6,Состою в браке,1,1,1,0,Псковская область,Псковская область,Псковская область,1,0,64370016,1,4,15000.0,1,0
106811977,35,1,3,Состою в браке,1,1,1,0,Приморский край,Приморский край,Приморский край,0,0,64370257,0,4,25000.0,1,0
106811978,44,0,5,Состою в браке,0,0,1,0,Владимирская область,Владимирская область,Владимирская область,0,0,64370807,0,5,50000.0,1,0
106811979,34,1,2,Состою в браке,2,2,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,1,64370955,0,3,6000.0,1,0
106811980,23,0,4,Не состоял в браке,0,0,1,0,Читинская область,Читинская область,Читинская область,0,0,64370956,0,4,15000.0,2,1
106811981,29,1,5,Разведен(а),1,1,1,0,Якутия,Якутия,Якутия,0,0,64370996,0,4,15000.0,2,1
106811982,36,0,2,Состою в браке,2,2,1,0,Оренбургская область,Оренбургская область,Оренбургская область,0,0,64371026,0,3,9000.0,1,0
106811983,31,1,1,Не состоял в браке,1,1,1,0,Приморский край,Приморский край,Приморский край,0,0,64371168,0,3,9300.0,1,0
106811984,56,1,2,Не состоял в браке,0,0,1,1,Белгородская область,Белгородская область,Белгородская область,0,0,64371214,0,2,9500.0,3,1
106811985,33,1,2,Состою в браке,1,1,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,64371311,0,3,10000.0,1,0
106811986,43,0,3,Гражданский брак,2,1,1,0,Волгоградская область,Волгоградская область,Волгоградская область,0,1,64371358,0,4,22000.0,1,1
106811987,35,1,5,Вдовец/Вдова,1,1,1,0,Марийская республика,Марийская республика,Марийская республика,1,0,64371424,0,3,8000.0,1,1
106811988,39,0,3,Состою в браке,1,1,1,0,Ленинградская область,Ленинградская область,Ленинградская область,0,0,64371481,1,4,20000.0,1,0
106811989,38,0,3,Состою в браке,1,1,1,0,Татарстан,Татарстан,Татарстан,0,0,64371536,0,3,10000.0,1,0
106811990,24,0,1,Состою в браке,2,2,1,0,Читинская область,Читинская область,Читинская область,0,0,64371605,0,4,5000.0,1,1
106811991,53,0,3,Не состоял в браке,1,0,1,0,Ставропольский край,Ставропольский край,Ставропольский край,0,0,64371693,1,2,8700.0,1,0
106811992,23,0,3,Не состоял в браке,0,0,1,0,Ульяновская область,Ульяновская область,Ульяновская область,0,0,64371819,0,3,10000.0,1,0
106811993,24,0,3,Состою в браке,1,1,1,0,Красноярский край,Красноярский край,Красноярский край,1,0,64371940,0,4,20000.0,1,0
106811994,42,0,2,Разведен(а),0,0,1,0,Ростовская область,Ростовская область,Ростовская область,0,1,64372154,1,4,20000.0,1,0
106811995,38,0,3,Состою в браке,3,3,1,0,Северная Осетия,Северная Осетия,Северная Осетия,0,0,64372296,0,3,10000.0,1,0
106811996,41,1,3,Состою в браке,0,0,1,0,Новосибирская область,Новосибирская область,Новосибирская область,1,0,64372400,1,3,12000.0,1,0
106811997,60,1,3,Состою в браке,2,0,0,1,Татарстан,Татарстан,Татарстан,1,0,64372490,0,4,10000.0,1,1
106811998,48,1,2,Состою в браке,3,1,1,0,Северная Осетия,Северная Осетия,Северная Осетия,0,0,64372548,0,3,9000.0,1,0
106811999,40,0,5,Состою в браке,0,0,1,0,Владимирская область,Владимирская область,Владимирская область,1,0,64372565,0,4,15000.0,1,0
106812000,30,0,3,Состою в браке,1,1,1,0,Адыгея,Адыгея,Адыгея,0,0,64372670,0,3,13000.0,1,0
106812001,61,0,3,Состою в браке,1,0,0,1,Якутия,Якутия,Якутия,1,0,64372750,0,3,11000.0,1,1
106812002,38,1,3,Состою в браке,2,1,1,0,Свердловская область,Свердловская область,Свердловская область,0,0,64372830,0,4,12000.0,1,1
106812003,30,0,2,Не состоял в браке,1,1,1,0,Коми,Коми,Коми,0,0,64373192,0,3,12000.0,1,1
106812004,29,1,3,Состою в браке,1,1,1,0,Татарстан,Татарстан,Татарстан,0,0,64373285,0,4,8000.0,1,0
106812005,49,0,5,Состою в браке,3,0,1,0,Ставропольский край,Ставропольский край,Ставропольский край,1,0,64373786,0,4,15000.0,1,0
106812006,50,0,5,Состою в браке,2,0,1,0,Вологодская область,Вологодская область,Вологодская область,0,1,64373807,0,4,17000.0,1,0
106812007,57,1,3,Не состоял в браке,4,0,0,1,Читинская область,Читинская область,Читинская область,0,0,64373896,0,2,6000.0,1,0
106812008,33,0,3,Разведен(а),0,0,1,0,Тульская область,Тульская область,Тульская область,0,1,64373951,0,3,16100.0,1,1
106812009,48,1,5,Состою в браке,1,1,1,0,Ивановская область,Ивановская область,Ивановская область,0,0,64373952,0,3,7650.0,1,0
106812010,39,0,3,Состою в браке,2,2,1,0,Вологодская область,Вологодская область,Вологодская область,0,0,64374025,0,3,10000.0,1,0
106812011,32,1,5,Состою в браке,1,1,1,0,Магаданская область,Магаданская область,Магаданская область,0,0,64374068,0,4,20000.0,1,0
106812012,29,1,3,Состою в браке,2,2,1,0,Марийская республика,Марийская республика,Марийская республика,0,0,64374419,1,3,11000.0,1,0
106812013,42,0,2,Состою в браке,1,0,1,0,Тверская область,Московская область,Московская область,0,0,64374546,1,4,35000.0,1,0
106812014,52,1,3,Состою в браке,2,0,0,1,Свердловская область,Свердловская область,Свердловская область,1,0,64374567,0,3,5000.0,1,0
106812015,21,0,4,Не состоял в браке,0,0,1,0,Тульская область,Тульская область,Тульская область,1,0,64374643,0,4,12000.0,1,1
106812016,41,1,2,Состою в браке,2,2,1,0,Алтайский край,Алтайский край,Алтайский край,0,0,64374779,0,4,5000.0,1,0
106812017,22,1,5,Состою в браке,0,0,1,0,Курская область,Курская область,Курская область,0,0,64375096,0,3,8000.0,1,0
106812018,34,0,3,Состою в браке,2,0,1,0,Свердловская область,Свердловская область,Свердловская область,0,1,64375177,1,4,26500.0,1,0
106812019,39,0,3,Состою в браке,1,1,1,0,Читинская область,Читинская область,Читинская область,0,0,64375352,0,4,25000.0,1,0
106812020,61,1,1,Состою в браке,2,0,1,1,Алтайский край,Алтайский край,Алтайский край,0,0,64375368,0,4,15000.0,1,1
106812021,52,1,2,Состою в браке,1,1,1,0,Саратовская область,Саратовская область,Саратовская область,1,0,64376254,0,4,14000.0,1,1
106812022,41,0,5,Состою в браке,1,1,1,0,Алтайский край,Алтайский край,Алтайский край,0,0,64376257,0,4,25000.0,1,0
106812023,23,0,5,Не состоял в браке,0,0,1,0,Горный Алтай,Горный Алтай,Горный Алтай,0,0,64376333,0,3,15000.0,1,0
106812024,25,0,3,Состою в браке,1,1,1,0,Рязанская область,Рязанская область,Рязанская область,1,0,64376695,0,2,8000.0,1,0
106812025,43,1,5,Состою в браке,1,1,1,0,Челябинская область,Челябинская область,Челябинская область,0,0,64376702,0,4,16000.0,2,0
106812026,29,1,5,Состою в браке,0,0,1,0,Северная Осетия,Северная Осетия,Северная Осетия,0,0,64377053,0,4,31000.0,1,0
106812027,42,1,3,Состою в браке,1,0,1,0,Адыгея,Адыгея,Адыгея,1,0,64377133,0,3,10800.0,1,0
106812028,49,1,3,Не состоял в браке,0,0,1,0,Тульская область,Тульская область,Тульская область,0,0,64377136,1,3,14000.0,1,1
106812029,31,1,1,Состою в браке,2,2,1,0,Саратовская область,Саратовская область,Саратовская область,0,0,64377281,0,2,5000.0,1,0
106812030,45,1,5,Не состоял в браке,1,0,1,0,Омская область,Омская область,Омская область,0,0,64377765,0,4,27000.0,1,0
106812031,48,1,3,Состою в браке,2,0,1,0,Новосибирская область,Новосибирская область,Новосибирская область,0,0,64377787,0,4,15000.0,1,0
106812032,56,1,5,Состою в браке,5,0,1,1,Читинская область,Читинская область,Читинская область,0,1,64420255,0,4,35000.0,1,0
106812033,33,0,5,Состою в браке,0,0,1,0,Пермская область,Пермская область,Пермская область,0,0,64420485,0,4,25000.0,1,0
106812034,31,1,3,Состою в браке,2,2,1,0,Амурская область,Амурская область,Амурская область,1,0,64420593,0,4,15000.0,1,0
106812035,40,1,5,Не состоял в браке,1,1,1,0,Ярославская область,Ярославская область,Ярославская область,1,0,64420770,0,3,13000.0,1,0
106812036,40,1,2,Состою в браке,0,0,1,0,Московская область,Московская область,Московская область,0,0,64420777,0,4,20000.0,1,0
106812037,52,0,2,Состою в браке,0,0,1,0,Новосибирская область,Новосибирская область,Новосибирская область,0,0,64420826,0,4,20000.0,1,0
106812038,21,0,2,Не состоял в браке,0,0,1,0,Вологодская область,Вологодская область,Вологодская область,0,0,64420984,0,4,25000.0,1,0
106812039,59,1,3,Состою в браке,2,0,0,1,Ханты-Мансийский АО,Ханты-Мансийский АО,Ханты-Мансийский АО,0,0,64421023,0,4,17900.0,1,0
106812040,45,1,3,Состою в браке,0,0,1,0,Ивановская область,Ивановская область,Ивановская область,0,0,64421096,0,3,8000.0,1,0
106812041,38,0,2,Состою в браке,2,0,1,0,Пермская область,Пермская область,Пермская область,0,0,64421147,0,3,15000.0,1,0
106812042,53,1,5,Состою в браке,2,2,1,0,Северная Осетия,Северная Осетия,Северная Осетия,0,0,64421196,0,3,7500.0,1,0
106812043,42,0,4,Состою в браке,1,1,1,0,Московская область,Московская область,Московская область,1,0,64421245,1,5,40000.0,1,0
106812044,29,0,3,Состою в браке,1,1,1,0,Томская область,Томская область,Томская область,0,0,64421411,0,2,9000.0,1,0
106812045,31,1,2,Не состоял в браке,1,1,1,0,Самарская область,Самарская область,Самарская область,1,1,64421596,0,5,27000.0,1,0
106812046,33,1,5,Разведен(а),1,1,1,0,Ростовская область,Ростовская область,Ростовская область,1,0,64421729,0,3,15000.0,1,0
106812047,29,1,2,Состою в браке,1,1,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,64421733,0,4,8000.0,1,0
106812048,37,1,3,Состою в браке,1,1,1,0,Новосибирская область,Новосибирская область,Новосибирская область,0,1,64422069,0,4,10000.0,1,0
106812049,56,1,2,Состою в браке,0,0,1,1,Адыгея,Адыгея,Адыгея,0,0,64422077,0,3,14000.0,1,0
106812050,32,1,5,Состою в браке,2,2,1,0,Мурманская область,Мурманская область,Мурманская область,0,0,64422251,0,5,30000.0,1,0
106812051,41,1,2,Состою в браке,0,0,0,1,Бурятия,Бурятия,Бурятия,1,0,64422297,0,3,8000.0,1,0
106812052,47,1,2,Состою в браке,2,0,1,0,Челябинская область,Челябинская область,Челябинская область,0,0,64422448,0,3,6000.0,1,0
106812053,37,1,3,Состою в браке,0,0,1,0,Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,1,0,64422475,0,3,15000.0,1,0
106812054,27,0,5,Состою в браке,1,1,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,1,64422896,0,4,30000.0,1,0
106812055,24,0,3,Не состоял в браке,0,0,1,0,Москва,Москва,Москва,0,0,64422958,1,5,22000.0,1,0
106812056,32,1,3,Состою в браке,1,1,1,0,Смоленская область,Смоленская область,Смоленская область,0,0,64422962,0,3,7800.0,1,0
106812057,42,1,3,Разведен(а),0,0,1,0,Московская область,Московская область,Московская область,1,0,64422965,0,3,17000.0,1,0
106812058,24,0,1,Не состоял в браке,0,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,64423060,1,4,5000.0,1,0
106812059,51,1,3,Состою в браке,1,0,1,0,Оренбургская область,Оренбургская область,Оренбургская область,1,0,64423378,0,3,12000.0,1,0
106812060,53,1,3,Состою в браке,2,0,0,1,Башкирия,Башкирия,Башкирия,0,0,64423833,0,3,5200.0,1,0
106812061,31,0,5,Состою в браке,2,2,1,0,Кабардино-Балкария,Кабардино-Балкария,Кабардино-Балкария,0,1,64423910,1,2,10000.0,1,0
106812062,54,1,3,Не состоял в браке,5,1,0,1,Удмуртия,Удмуртия,Удмуртия,0,0,64424125,1,4,10000.0,1,1
106812063,25,0,3,Состою в браке,1,1,1,0,Челябинская область,Челябинская область,Челябинская область,1,0,64424363,0,3,15000.0,1,0
106812064,35,0,3,Состою в браке,1,1,1,0,Мурманская область,Мурманская область,Мурманская область,1,0,64424605,1,4,25000.0,1,0
106812065,33,1,2,Состою в браке,2,2,1,0,Липецкая область,Липецкая область,Липецкая область,0,0,64424781,1,4,12000.0,1,0
106812066,31,0,5,Состою в браке,1,1,1,0,Ивановская область,Ивановская область,Ивановская область,0,0,64424884,0,4,15000.0,1,0
106812067,47,1,3,Состою в браке,1,1,1,0,Ленинградская область,Ленинградская область,Ленинградская область,1,1,64425146,1,4,27000.0,1,0
106812068,61,1,3,Состою в браке,0,0,0,1,Омская область,Омская область,Омская область,0,0,64425217,0,2,9000.0,1,0
106812069,28,1,2,Состою в браке,1,1,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,64425411,0,3,12000.0,1,0
106812070,60,1,3,Не состоял в браке,2,0,1,0,Курганская область,Курганская область,Курганская область,1,0,64425563,0,2,8000.0,1,0
106812071,35,1,5,Гражданский брак,2,2,1,0,Красноярский край,Красноярский край,Красноярский край,0,0,64425700,1,4,25000.0,1,0
106812072,38,1,5,Не состоял в браке,1,1,1,0,Ямало-Ненецкий АО,Ямало-Ненецкий АО,Ямало-Ненецкий АО,0,0,64425741,0,4,20000.0,1,1
106812073,64,1,3,Состою в браке,2,0,0,1,Кемеровская область,Кемеровская область,Кемеровская область,0,0,64425757,0,3,6000.0,1,0
106812074,49,1,3,Состою в браке,0,0,1,0,Пермская область,Пермская область,Пермская область,1,0,64425758,0,3,5000.0,1,0
106812075,27,1,3,Гражданский брак,0,0,1,0,Красноярский край,Красноярский край,Красноярский край,0,0,64425765,0,4,15000.0,1,0
106812076,36,1,3,Не состоял в браке,0,0,1,0,Архангельская область,Архангельская область,Архангельская область,1,0,64425937,1,3,12000.0,1,0
106812077,48,0,2,Состою в браке,1,1,1,0,Коми,Коми,Коми,0,0,64426153,0,2,7000.0,1,0
106812078,34,1,3,Не состоял в браке,2,2,1,0,Коми,Коми,Коми,0,0,64426236,0,3,12000.0,1,0
106812079,38,1,5,Состою в браке,2,2,1,0,Красноярский край,Красноярский край,Красноярский край,0,0,64426354,0,3,10000.0,1,0
106812080,46,0,3,Состою в браке,2,1,1,0,Нижегородская область,Нижегородская область,Нижегородская область,0,0,64426389,1,3,12000.0,1,0
106812081,62,1,2,Состою в браке,1,0,1,1,Иркутская область,Иркутская область,Иркутская область,1,0,64426430,0,3,13300.0,1,0
106812082,44,0,5,Состою в браке,0,0,1,0,Амурская область,Амурская область,Амурская область,0,0,64426522,0,4,35000.0,1,0
106812083,47,0,2,Состою в браке,3,1,1,0,Кабардино-Балкария,Кабардино-Балкария,Кабардино-Балкария,0,0,64427132,0,3,20000.0,2,1
106812084,43,1,3,Состою в браке,3,0,1,0,Татарстан,Татарстан,Татарстан,0,0,64427189,0,4,7000.0,1,0
106812085,30,0,5,Не состоял в браке,0,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,1,64427273,0,4,30000.0,1,0
106812086,59,1,1,Состою в браке,3,0,0,1,Воронежская область,Воронежская область,Воронежская область,0,0,64427422,1,3,4590.0,1,0
106812087,56,1,2,Не состоял в браке,7,1,0,1,Алтайский край,Алтайский край,Алтайский край,1,0,64428091,0,2,4500.0,1,0
106812088,51,1,3,Не состоял в браке,2,0,1,0,Томская область,Томская область,Томская область,0,0,64428324,0,3,15000.0,1,0
106812089,30,1,2,Состою в браке,0,0,1,0,Ставропольский край,Московская область,Московская область,0,0,64428344,0,5,20000.0,1,0
106812090,31,1,2,Не состоял в браке,0,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,64428510,0,3,13000.0,1,0
106812091,47,1,3,Состою в браке,1,1,1,0,Ивановская область,Ивановская область,Ивановская область,0,0,64428558,0,2,8000.0,1,1
106812092,39,0,3,Не состоял в браке,0,0,0,1,Ставропольский край,Ставропольский край,Ставропольский край,0,0,64428688,0,3,10000.0,1,0
106812093,23,0,3,Гражданский брак,0,0,1,0,Тверская область,Тверская область,Тверская область,0,0,64428843,0,4,30000.0,1,0
106812094,59,0,2,Состою в браке,0,0,0,1,Алтайский край,Алтайский край,Алтайский край,0,0,64428965,0,3,4500.0,1,0
106812095,48,0,2,Состою в браке,2,0,1,0,Красноярский край,Красноярский край,Красноярский край,0,0,64429008,0,4,15000.0,1,0
106812096,62,1,3,Состою в браке,2,0,0,1,Калужская область,Калужская область,Калужская область,0,0,64429031,0,3,6300.0,1,0
106812097,30,0,3,Состою в браке,1,1,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,64429142,0,4,25000.0,1,0
106812098,45,0,2,Состою в браке,1,0,1,0,Тамбовская область,Тамбовская область,Тамбовская область,0,0,64429182,0,3,12000.0,1,0
106812099,53,1,3,Состою в браке,2,0,1,0,Горный Алтай,Горный Алтай,Горный Алтай,0,0,64429440,0,4,8500.0,1,0
106812100,26,0,3,Не состоял в браке,0,0,1,0,Коми,Коми,Коми,0,0,64429527,0,4,15000.0,1,0
106812101,34,0,3,Состою в браке,2,0,1,0,Воронежская область,Воронежская область,Воронежская область,1,1,64429560,1,4,18000.0,1,0
106812102,29,0,3,Не состоял в браке,0,0,1,0,Амурская область,Амурская область,Амурская область,0,0,64429566,0,3,15000.0,1,0
106812103,28,1,5,Состою в браке,1,1,1,0,Калмыкия,Калмыкия,Калмыкия,0,0,64429730,0,3,8000.0,1,0
106812104,52,0,3,Состою в браке,2,0,0,1,Волгоградская область,Волгоградская область,Волгоградская область,0,0,64429779,0,3,7900.0,1,0
106812105,41,0,3,Гражданский брак,4,4,1,0,Северная Осетия,Северная Осетия,Северная Осетия,0,0,64429925,0,3,11500.0,1,0
106812106,39,0,2,Состою в браке,6,6,1,0,Якутия,Якутия,Якутия,0,0,64429995,0,4,15000.0,1,0
106812107,40,1,3,Не состоял в браке,2,2,1,0,Пермская область,Пермская область,Пермская область,1,0,64430068,0,4,14000.0,1,0
106812108,45,1,2,Не состоял в браке,0,0,1,0,Адыгея,Адыгея,Адыгея,0,0,64430160,0,3,6500.0,1,0
106812109,34,1,2,Состою в браке,1,1,1,0,Ростовская область,Ростовская область,Ростовская область,0,0,64431399,0,4,5000.0,1,0
106812110,46,1,3,Состою в браке,1,0,1,0,Иркутская область,Иркутская область,Иркутская область,0,0,64431401,1,4,18000.0,1,0
106812111,41,0,3,Состою в браке,1,1,1,0,Горный Алтай,Горный Алтай,Горный Алтай,0,1,64431943,0,3,15000.0,1,0
106812112,35,1,2,Разведен(а),1,1,1,0,Камчатская область,Камчатская область,Камчатская область,0,0,64432372,1,4,24000.0,1,1
106812113,27,1,3,Состою в браке,1,0,1,0,Воронежская область,Воронежская область,Воронежская область,0,0,64432377,0,4,15000.0,1,0
106812114,28,1,4,Не состоял в браке,1,1,1,0,Омская область,Омская область,Омская область,0,0,64432588,1,4,15000.0,1,0
106812115,33,0,2,Состою в браке,2,2,1,0,Волгоградская область,Волгоградская область,Волгоградская область,0,0,64432687,0,3,8000.0,1,0
106812116,25,0,3,Состою в браке,0,0,1,0,Волгоградская область,Волгоградская область,Волгоградская область,0,1,64432900,0,3,8000.0,1,0
106812117,45,1,3,Состою в браке,2,1,1,0,Костромская область,Костромская область,Костромская область,1,0,64433415,0,3,5500.0,1,0
106812118,56,1,3,Состою в браке,1,0,1,0,Томская область,Томская область,Томская область,1,0,64433416,0,5,22000.0,2,0
106812119,50,1,3,Не состоял в браке,0,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,64433435,0,2,5500.0,1,0
106812120,28,0,1,Состою в браке,2,2,1,0,Читинская область,Читинская область,Читинская область,0,0,64433438,0,3,10000.0,1,0
106812121,38,1,3,Состою в браке,3,0,1,0,Марийская республика,Марийская республика,Марийская республика,0,0,64433703,0,4,5000.0,1,0
106812122,27,1,5,Состою в браке,1,1,1,0,Марийская республика,Марийская республика,Марийская республика,0,0,64433704,0,3,8000.0,1,0
106812123,56,1,2,Вдовец/Вдова,0,0,0,1,Камчатская область,Камчатская область,Камчатская область,1,0,64433835,0,1,11000.0,1,0
106812124,46,1,3,Состою в браке,0,0,1,0,Костромская область,Костромская область,Костромская область,0,0,64434018,0,3,10000.0,2,1
106812125,58,1,3,Разведен(а),1,0,1,0,Ростовская область,Ростовская область,Ростовская область,1,0,64434146,0,3,15000.0,1,0
106812126,23,1,3,Не состоял в браке,0,0,1,0,Орловская область,Московская область,Московская область,0,0,64434160,0,4,21000.0,1,0
106812127,44,1,2,Состою в браке,1,1,1,0,Хакасия,Хакасия,Хакасия,1,0,64434370,0,3,10000.0,1,0
106812128,37,1,3,Состою в браке,2,2,1,0,Сахалинская область,Сахалинская область,Сахалинская область,0,0,64434375,1,5,30000.0,1,0
106812129,24,1,2,Не состоял в браке,0,0,1,0,Карелия,Карелия,Карелия,0,0,64434440,0,4,15000.0,1,0
106812130,62,0,3,Состою в браке,2,0,0,1,Ставропольский край,Ставропольский край,Ставропольский край,1,0,64434524,0,3,7000.0,1,0
106812131,64,1,3,Состою в браке,0,0,0,1,Волгоградская область,Волгоградская область,Волгоградская область,1,0,64434565,0,3,7500.0,1,0
106812132,24,0,3,Не состоял в браке,0,0,1,0,Калмыкия,Калмыкия,Калмыкия,0,0,64435017,0,3,11000.0,1,1
106812133,28,0,3,Состою в браке,2,2,1,0,Воронежская область,Воронежская область,Воронежская область,0,0,64435036,0,3,13000.0,1,0
106812134,34,0,3,Состою в браке,2,0,1,0,Коми,Коми,Коми,0,0,64435040,0,4,20000.0,1,0
106812135,34,1,2,Не состоял в браке,1,0,1,0,Ульяновская область,Ульяновская область,Ульяновская область,0,0,64435734,0,3,8000.0,1,0
106812136,22,0,4,Не состоял в браке,0,0,1,0,Пермская область,Пермская область,Пермская область,0,0,64435754,0,4,21000.0,1,0
106812137,22,0,2,Гражданский брак,0,0,1,0,Хабаровский край,Хабаровский край,Хабаровский край,1,0,64435847,0,4,15000.0,1,0
106812138,54,1,2,Не состоял в браке,2,0,1,0,Челябинская область,Челябинская область,Челябинская область,0,0,64435855,0,3,6500.0,1,0
106812139,49,1,3,Состою в браке,1,0,1,0,Ульяновская область,Самарская область,Самарская область,1,0,64436118,0,4,20000.0,1,0
106812140,51,0,3,Состою в браке,0,0,1,0,Смоленская область,Смоленская область,Смоленская область,0,0,64436368,0,3,13000.0,1,1
106812141,50,0,3,Состою в браке,2,1,1,0,Свердловская область,Свердловская область,Свердловская область,1,0,64436402,0,4,35000.0,1,0
106812142,31,0,5,Не состоял в браке,0,0,1,0,Чувашия,Чувашия,Чувашия,0,0,64437090,0,3,10000.0,1,0
106812143,33,0,3,Состою в браке,2,2,1,0,Курская область,Курская область,Курская область,0,1,64437097,0,4,8000.0,1,0
106812144,32,1,3,Состою в браке,2,2,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,64437168,0,4,15000.0,1,0
106812145,46,1,5,Состою в браке,2,0,1,0,Мурманская область,Мурманская область,Мурманская область,0,0,64437177,0,4,27000.0,1,1
106812146,33,0,3,Состою в браке,2,2,1,0,Вологодская область,Вологодская область,Вологодская область,0,0,64437814,0,3,10000.0,1,1
106812147,53,0,5,Состою в браке,2,0,1,0,Саратовская область,Саратовская область,Саратовская область,1,0,64437858,0,4,25000.0,1,0
106812148,45,1,5,Состою в браке,0,0,1,0,Ростовская область,Ростовская область,Ростовская область,1,0,64438162,0,4,12000.0,1,1
106812149,29,0,2,Гражданский брак,0,0,1,0,Тверская область,Тверская область,Тверская область,0,0,64438249,0,3,10000.0,1,1
106812150,45,1,2,Состою в браке,1,1,1,0,Красноярский край,Красноярский край,Красноярский край,0,0,64438308,1,3,12000.0,1,0
106812151,60,1,2,Состою в браке,0,0,0,1,Курская область,Курская область,Курская область,1,0,64438741,0,3,8000.0,1,1
106812152,49,0,5,Состою в браке,2,1,1,0,Горный Алтай,Горный Алтай,Горный Алтай,0,1,64438880,0,4,32000.0,1,0
106812153,30,1,2,Состою в браке,3,3,1,0,Сахалинская область,Сахалинская область,Сахалинская область,0,0,64438881,0,4,17000.0,1,0
106812154,45,1,5,Не состоял в браке,2,1,1,0,Пермская область,Пермская область,Пермская область,1,0,64438921,0,4,20000.0,1,0
106812155,38,1,3,Состою в браке,2,2,1,0,Саратовская область,Саратовская область,Саратовская область,0,0,64439291,1,3,10000.0,2,1
106812156,37,0,5,Состою в браке,0,0,1,0,Белгородская область,Белгородская область,Белгородская область,1,0,64439308,1,4,19000.0,1,0
106812157,24,0,4,Не состоял в браке,0,0,1,0,Саратовская область,Саратовская область,Саратовская область,0,0,64439315,0,4,10000.0,1,0
